id	name	rawTweet	postTweet	label	mentions	hashtags
5	helloim123	"In 95% of cases it is the woman's fault for becoming pregnant, especially in teen cases.
"	95 cases cases fault pregnant teen woman	1	[]	[]
3	SMCdeBater	"Exactly.  You wouldn't have cared, because you couldn't have cared.  You would have never have had the chance to voice your opinion; to have your say as you do today.
"	cared cared chance exactly opinion today voice	1	[]	[]
5	helloim123	"I find this insulting. I think pro-choice people are pro-choice because they are afraid that if women lose the freedom to choose if they have an abortion, we will start to lose other freedoms.
"	abortion afraid choice choice choose find freedom freedoms insulting lose lose people pro pro start women	1	[]	[]
1	NVYN	"You find it insulting because I'm insulting you. Your stupendous lack of brains brings me nausea.
"	brains brings find insulting insulting lack nausea stupendous you	2	[]	[]
6	nattyc	"Abortion is dumb, all the woman who have any are STUPID!!!! Abortion could ruin the race of mankind!! Then we would all be dead!!!!!!!!! AAAAAAAAAAAGGGGGGGGGGGGHHHHHHHHHHH!!!  I do NOT like the idea of abortion and obama is stupid to give federal funds to abortion!!!!
"	aaaaaaaaaaagggggggggggghhhhhhhhhhh abortion abortion abortion abortion dead dumb federal funds give idea mankind obama race ruin stupid stupid woman	1	[]	[]
1	NVYN	"Abortion could actually save mankind. An aborted fetus could well grow up to be another Hitler or worse, then mankind would really be f...ed. So think about that!
"	aborted abortion ed fetus grow hitler mankind mankind save that worse	2	[]	[]
6	nattyc	"I wrote this speech...read it and it will answer your questions.   Abortion: Choose Life-it begins at Conception:   Think about this. A girl had an abortion, thinking that the baby wasn’t living so it wouldn’t matter. But, after she had the abortion, she saw what she thought wasn’t living, and it actually was. The baby was living and she watched it die. From then on, she couldn’t even live with herself knowing that she killed a living human being.   This story that I just told you is true. A lot of women think that it isn’t a baby before they have the abortion, and I will explain to you that abortion is the killing of a living baby. Well, if life doesn’t begin at birth, then when does it begin? Life begins at conception. This is a fact, because there is a lot of proof that can back that fact up. For example, there is scientific proof and there is Biblical proof. To further explain what abortion is, I will talk about these important things: one, it is spiritually right that life begins at conception, two, how scientifically there is proof that life begins at conception, Three, what we can do about the abortions, and finally, why girls get abortions. Those are all the things that should be thought about, so I will be explaining them, to help you understand them.   Some woman have abortions because of these three things: one, They might think that they’re too young to have a baby, two, their boyfriend or spouse makes them have an abortion, three, if they do have the abortion the girl’s parents would get mad at her. The case also might be that she just doesn’t want to deal with the baby.   First, you probably ought to know what abortion is. Abortion is killing the baby inside you when you are pregnant. Every year 1.5 million babies are killed by abortion. That’s 125,000 babies killed a month, making it 4,000 babies killed each day, or one baby killed every 20 seconds, that is so amazingly awful. That is basically one murder happening every 20 seconds. How brutal. The fact that life begins at conception is spiritually right. As it says in the Bible; Jeremiah 1:5 says, “Before I formed you in the womb, I knew you, before you were born I set you apart.” The Bible says that life begins at conception, meaning that right at conception the baby becomes a living human being. There are many Bible verses that back up the fact that life begins at conception, like the one I just said. That Bible verse, Jeremiah 1:5 is saying that God intended a unique human being, starting at conception. Just because you can’t see or feel the baby inside of you, doesn’t mean it’s not a baby, and alive and a human being, just like you. That is what a lot of people do not think about, even though you really should.   There also is scientific proof. Some people may think that life begins at birth, or some people even later, but that is wrong, life begins at conception. Because of the fact that the baby forms gradually after conception, then conception is the only real point where you can say that the baby is a living human being. For example, the heart beat starts gradually, over a period of time so conception is the only exact starting point of life. Also, DNA defines a separate human being, and so when does a person form their own DNA? A person gets their own DNA at conception. That is a whole lot of proof, so it is just like saying it is a crime to kill a 1 year old, so why isn’t it a crime to kill a baby when he or she is still in the mother’s womb? That is a question that probably will go unanswered forever, or they will just say that the baby is not living, which is a complete lie.   Now, what can we do about abortion? There many things that we can do about abortion. If you start supporting this pro-life movement then it will keep growing so much then no one will have an abortion. Hopefully then the abortion clinics will shut down, and the law will have to change. But, most importantly you can change the hearts of the people who support abortion, and save the innocent little babies. Now, how can we stop abortion? There are many ways to help stop abortion. Another way is you can donate money to a place like The Pregnancy Resource Center and they will use it to buy an ultrasound machine and to then show the women their babies to try to convince them not to have an abortion. You can also write to the president or another government representative, and tell them about all this proof that I have told you, hoping that their hearts will change and then the law.   In conclusion to all of this, it is spiritually right that life begins at conception, and scientifically there is proof that life begins at conception. There are many ways that you can help stop abortion, so I hope that you take a while and do that. There are a lot of things wrong with having an abortion, so you really should not have one. Just remember that God loves the person getting the abortion AND the beautiful, innocent little babies.   Thank you and I hope that you have realized that life begins at conception, you should help the pro-life movement, and that having an abortion is wrong.   My own mother has 6 children and has never had an abortion!!
"	000 000 125 20 20 abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortion abortions abortions abortions about about alive also amazingly answer apart awful babies babies babies babies babies babies baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby back back basically beat beautiful before begin begin begins begins begins begins begins begins begins begins begins begins begins begins being being being being being being bible bible bible bible biblical birth birth born boyfriend brutal but but buy can case center change change change children choose clinics complete conception conception conception conception conception conception conception conception conception conception conception conception conception conception conception conception conception conclusion convince couldn crime crime day deal defines die dna dna dna doesn doesn doesn donate down exact example example explain explain explaining fact fact fact fact fact feel finally first forever form formed forms girl girl girls god god government gradually gradually growing happening heart hearts hearts her hope hope hoping human human human human human human important importantly innocent innocent inside inside intended is is isn isn it it jeremiah jeremiah kill kill killed killed killed killed killed killing killing knew knowing later law law lie life life life life life life life life life life life life life life life life live living living living living living living living living lot lot lot lot lot loves machine mad makes making matter meaning million money month mother mother movement movement murder now now old on one one one parents people people people people period person person person place point point pregnancy pregnant president pro pro proof proof proof proof proof proof proof proof question questions re read real realized remember representative resource right said save says scientific scientific scientifically scientifically seconds seconds separate set should show shut speech spiritually spiritually spiritually spouse start starting starting starts stop stop stop story support supporting talk that that them them they things things things things things thinking this this thought thought three three time told told true two two ultrasound unanswered understand unique up verse verses was wasn wasn watched ways ways well woman womb womb women women wouldn write wrong wrong wrong wrote year year you you you you young	1	[]	[]
1	NVYN	"Life doesn't begin at conception. A pregnancy is a PROCESS of creating a life. This process begins with CONCEPTION. So conception is merely the beginning of a process.   Before the fetus can actually be kept alive outside of the mother's womb by society, then the mother alone must have the choice. Society should not take away her choice unless society can keep it alive without her.
"	alive alive begin beginning begins choice choice conception conception conception creating fetus her life life mother mother pregnancy process process process society society society womb	2	[]	[]
7	khaOs	"There is a VERY simple answer to the abortion debate:  Abortion should NOT be a form of birth control. It should ONLY be allowed (as a final solution) in the event of a pregnancy resulting from rape, incest, or other sexual crime.
"	abortion abortion allowed answer as birth control crime debate event final form incest pregnancy rape resulting sexual simple solution	1	[]	[]
1	NVYN	"That sounds like YOUR solution to a minority of people. Don't you dare make everyone abide by the minority's rules. If it was a simple answer, it wouldn't be such a huge issue.   Abortion isn't a form of birth control like condoms or the pill, for those directly involved it's a difficult choice that they have to make because bringing a human life up is no easy task. It's not like having a pet (and even that is a big ask because not all pet owners are responsible).  Again, it's the choice of those directly involved. It doesn't affect anybody else's life, so leave it alone.
"	abide abortion affect again alone and answer big birth bringing choice choice condoms control dare difficult directly directly easy else form huge human involved involved issue leave life life make make minority minority owners people pet pet pill responsible rules simple solution sounds task	2	[]	[]
0	jstantall	"Of all the arguments I have made about this issue I think it comes down to this simple fact; Abortion should be banned because the most dangerous place in America shouldn't be the womb.  I say this because statistically speaking more human beings are killed there everyday than anywhere else. That in my opinion simply should not be.
"	abortion america arguments banned be beings dangerous else everyday fact human issue killed made opinion place simple simply speaking statistically womb	1	[]	[]
1	NVYN	"So you agree with everything I just said, why then did you not click on the ""support"" link instead of the ""Dispute"" link?
"	agree click dispute link link said support	2	[]	[]
0	jstantall	"I would like to offer some clarification on the question ""can I kill it"" and the follow-up question ""what is it""  As I have stated before; the taking of human life requires a high level of justification. No argument that I've seen for abortion rises to the level of proper justification. Please note what I'm discussing; the taking of human life, not any life but human life in particular.   So what does that have to do with the question ""can I kill it"" That question needs to be clarified; hence the follow up question. What I want you to notice is what kind of question ""what is it"" is. It is an ontological question. We're asking about the very nature of the thing in question. And that's important because it determines how we answer the first question. But notice this is a strictly ontological question; it is not a question about level of dependence or development. Why is that important? Because if the thing in question, ontologically speaking, is human then it requires a high level of justification to kill it. If it's not human, no justification is necessary. I'm not saying if it's human you can't kill it, sometimes you can and must but you must properly justify your actions. This is were abortion fails because the only reason it gives for the most part is because the mother just choose to. And yes I'm sure she went through some tough decisions but bottom line; she wants to. Because the fact is she doesn't have to; she has other options.   But what happens when you kill without proper justification? You have to find a way to justify the act because your conscience is smitting you. This is always done by making the victim less than human or not human at all. Because after all if it's not human, no justification is necessary. And this is were I have seen all the arguments for abortion go. They leave the ontological question and move to other areas that are more easily justifiable. Most of them are framed like this:  can I kill it? What is it? it's just a..... Well of course you can  They all answer yes by qualifying the object by something that is easier to justify; a standard that is lower not higher. But let's answer the question head on and notice how the gravity of the question changes when we answer the follow-up question correctly. And by correctly I mean answering the question according to the kind of question it is, an ontological question.  can I kill it? What is it? It's a human, one at the very early stages of it's development......   So let's take the question of this debate head on; Should abortion be banned?   What is abortion?   The taking of a human life at the very early stages of it's development.   Why would you want to do that?   Because I don't want the inconvenience of a child.  Does that sound like proper justification for the taking of human life, especially the weakest and most vulnerable human life?  I have reduced, intentionally, all reasons for an abortion to a matter of convenience because ultimately that's what it comes down to. If a pregnancy, regardless of how it came about, stands between you and what you want it's an inconvenience; and we all know what we do with inconveniences. But this one is a little sticker because it's human. But if we can take away or cloud it's humanity then it will be easier to do.   So should abortion be banned? Of course it should, for obvious reasons.
"	abortion abortion abortion abortion abortion abortion abortion about act actions all answer answer answer answer answering areas argument arguments banned banned before bottom can can child choose clarification clarified cloud conscience convenience correctly correctly debate decisions dependence determines development development development discussing do early early easier easier easily fact fails find follow follow follow framed go gravity head head high high higher human human human human human human human human human human human human human human humanity important important inconvenience inconvenience inconveniences intentionally is is it it it it it it it it it it justifiable justification justification justification justification justification justification justification justify justify justify kill kill kill kill kill kill kill kind kind leave level level level level life life life life life life life line lower making matter mother move nature necessary necessary note notice notice notice object obvious offer on ontological ontological ontological ontological ontologically options part particular pregnancy proper proper proper properly qualifying question question question question question question question question question question question question question question question question question question question question reason reasons reasons reduced requires requires rises should smitting sound speaking stages stages standard stands stated sticker strictly taking taking taking taking that thing thing this to to to to tough ultimately up up victim vulnerable weakest what what you	1	[]	[]
8	Animegirl300	"I think that stupid teenagers and even older women who decided to have sex when they KNEW they couldn't afford a baby should be restricted from it unless there is a medical problem with the mother.
"	afford baby decided knew medical mother older problem restricted sex stupid teenagers women	1	[]	[]
1	NVYN	"Putting up your unwanted child for adoption as a choice but should not be made compulsory. I actually think it's better for Americans to adopt those unfortunate children from the third world. It will give them a better chance at life in a better society.
"	adopt adoption americans chance child children choice compulsory give life made putting society unfortunate unwanted world	2	[]	[]
9	asdf789	"I say they should, but it depends. If the woman got raped or a mother could die, I could see some instances where they should not be banned. But basically everything else to me should be banned. So, due to majority, I will say it should be banned :). The term abstinence has apparently become extinct these days...
"	abstinence apparently banned banned banned basically days depends die due extinct instances majority mother raped should so term woman	1	[]	[]
0	jstantall	"I agree with you except on the issue of rape. Why should the child be killed for a crime they didn't commit?
"	agree child commit crime issue killed rape	1	[]	[]
9	asdf789	"Why should the woman carry out the child for a crime in which she was a victim and for a child she did not want to have? It could go both ways. Leave it up to the woman to decide.
"	carry child child crime decide have leave victim ways woman woman	1	[]	[]
9	asdf789	"You are assuming from a Christian article that everyone in the world must believe in Christianity, which can't happen because God gave man free will. Of course it is not morally right if you are a Christian, but not everyone is a Christian and you have to respect their rights as well. Did not Jesus command, 'love your neighbor as yourself'? Your neighbor could be a Christian, atheist, wiccan, whatever, could they not? It is not up to you to judge someone, leave that to God. No matter what you do or say, people will continue to have abortions in the world. It is an unfortunate fact of life, similar to war, similar to racism, similar to obesity. You see them committing a sin and loudly call them out, but you are being hypocritical because you also sin. You are saying that you are perfect and never sin, which, unless you are Jesus coming back down again, is impossible. I am a Christian as well, but I realize that it is wrong to judge and criticize someone for sinning when I do the same thing as well, albeit a different type. Like I said earlier, leave the judging to God.
"	abortions again albeit article assuming atheist back call christian christian christian christian christian christianity coming command committing continue criticize earlier fact free gave god god god happen hypocritical impossible jesus jesus judge judge judging leave leave life loudly love man matter morally neighbor neighbor not obesity out people perfect racism realize respect rights say similar similar similar sin sin sin sinning someone thing type unfortunate war well well well whatever which wiccan will world world wrong yourself	1	[]	[]
0	jstantall	"So let me see if I understand you. Killing children isn't actually wrong. It is only if you believe it is. So what Hitler did was good because he thought it was. And it would be good, by your logic, to kill you so long as I believed it was right. Since when does right and wrong depend on what one believes? This is certainly not the view of right and wrong that Jesus of Nazareth held. To be a follower of Him means to hold the same worldview has he does.  About loving: To love someone means to seek the very best for them and protect them from what harms them, You can't say you love someone and then stand by when they are being harmed when it is within your power to do something. Humans in the early stages of life just happen to be your neighbor. Go back and read the passage on the Good Samaritan. Your position is the one the Pharisee took and the one Jesus condemned.  about judging: The passage of scripture were Jesus deals with judging doesn't condemn judging nor forbid it. It does condemn judging hypocritically however. It then goes on to say "" first remove the log from your own eye and then you will see clearly to remove the speck from your brothers""   If judging is wrong for you? why did you judge what I wrote? are you saying that you are perfect and never sin? I guess you don't leave the judging to God do you.
"	back believed believes brothers children condemn condemn condemned deals depend does early eye follower forbid god good good good guess happen harmed harms held hitler hold however humans hypocritically is it jesus jesus jesus judge judging judging judging judging judging judging kill killing leave life log logic long love love loving means means nazareth neighbor passage passage perfect pharisee position power protect read remove remove right samaritan scripture seek sin something speck stages stand them thought understand view was worldview wrong wrong wrong wrong wrote you you you	2	[]	[]
9	asdf789	"No, you are way out in left field. Stop the red herrings and keep it to the topic. What does Hitler have to do with abortions? As I said earlier, one of two commandments to adhere to as a Christian (that Jesus said himself in the gospels) is to love your neighbor as yourself. Let me ask you, what did Jesus believe about abortions, since you feel that my interpretation is not right? What is the view of right and wrong according to Jesus of Nazareth?  You stand by and watch people kill each other during war. What kind of love is this? Yes, you can do something concerning abortions. Judging them as a murderer however does not encompass this. That is the main point of my argument. I am saying you cannot judge someone to be murderer and that they are automatically going to hell because they have an abortion.  What do you mean by 'judging what I wrote'? Judging to me is calling a male gay because he wears pink, calling a person retarded because they fail a grade in school, and calling a person hell-bound who has an abortion. Apparently you did not read the last part of my statement concerning sin. Also, I need to know what your definition of judging is, since you disagree with mine.
"	abortion abortion abortions abortions abortions adhere also apparently argument automatically bound calling calling calling christian commandments definition disagree earlier encompass fail feel field gay gospels grade hell hell herrings hitler interpretation is jesus jesus jesus judge judging judging judging judging kill kind left love love main male mine murderer murderer nazareth neighbor no part people person person pink point read red retarded right school sin stand statement stop that this this topic view war watch wears wrong wrote yes you yourself	1	[]	[]
0	jstantall	"Lets see Hitler killed people. abortions kill people. Wow your right, no correlation at all, a true red herring.  Want to know what Jesus taught about abortion, right and wrong and judging people? Go get your Bible and knock off the dust because it would be wise to ask Him not me.  Final thought; We are all lawbreakers and apart from the grace of God, all of us are going to prison for a long time for comic treason. And since the one we offended is infinite in worth, the debt we owe is infinite also. So consider what infinity minus 10 thousand is, infinity. That's how long it will take to pay the debt.   But that's not the question at hand is it; it's about abortion. And for that there is only one question; what's being killed? If it's not human, no justification is necessary. No one needs justification to remove a tumor do they? But if it's a human being killed in an abortion then no justification is adequate.  So if you think abortions shouldn't be banned, please tell me exactly what is being killed in an abortion,
"	10 abortion abortion abortion abortion abortions abortions adequate all also banned bible comic correlation debt debt dust final god grace hand herring hitler human human infinite infinite infinity infinity is it jesus judging justification justification justification kill killed killed killed killed knock lawbreakers lets long long me minus necessary offended owe pay people people people prison question question red remove right taught they thought thousand time treason true tumor wise worth wow wrong	2	[]	[]
9	asdf789	"Hitler was a murderer for having abortions? Like I said, keep it to the topic.   Hmm, lets see...You dispute me, I ask for evidence as to why you dispute me, you come up with ""go check the Bible."" I'm still waiting for the evidence. I ask two simple questions. What did Jesus say about abortions? What is right and wrong according to Jesus? I mean, if you want to cop out and not answer them, you shouldn't keep the debate going, since you were the one who disputed me.  We are all lawbreakers. So how should one type of sin get emphasized over the other? God looks at every sin the same way, except for blasphemy against HS. A person who commits a murder commits the same sin in the eyes of God as someone who lies. Why are you trying to deny it? You have no right to tell someone that their sin is worse than yours, because you are not God, and God does not judge sins that way except for one, blasphemy against HS. ""Go get your Bible"" if you think I am wrong.   I can't keep arguing with you if you continue to take the debate off topic. We are talking specifically about whether you should judge someone as a murderer and hell-bound if they have an abortion. I have said this throughout my past statements, yet you want to keep diverting the topic to something you feel comfortable with. I put my first statement under the 'abortions should be banned' view for a reason. The question is not about what is being killed in an abortion. Obviously it is a human being imo. Again, stop cop-ing out and keep it to the topic. Should you judge someone as a murderer and hell-bound if they have an abortion?
"	abortion abortion abortion abortions abortions abortions again answer arguing banned bible bible blasphemy blasphemy bound bound check comfortable commits commits continue cop cop debate debate deny dispute dispute disputed diverting emphasized evidence evidence eyes feel go go god god god god going hell hell hitler hmm hs hs human imo ing it jesus jesus judge judge judge killed lawbreakers lets lies me me me mean murder murderer murderer murderer one other past person put question questions reason said see simple sin sin sin sin sins specifically statement statements stop talking them topic topic topic topic type view waiting way with worse wrong wrong you yours	1	[]	[]
0	jstantall	"The funny thing is you say that I say a whole lot of things that I can't find in the things I write. Maybe you could help me out and tell me were I said such things like: ""Hitler was a murderer for having abortions""  ""You have no right to tell someone that their sin is worse than yours"". I said that?  ""Should you judge someone as a murderer and hell-bound if they have an abortion?"" Were did i do that? I thought the question was; Should abortion be banned.   And help me with this one: ""We are talking specifically about whether you should judge someone as a murderer and hell-bound if they have an abortion.""  Who is judging someone as a murderer and hell-bound if they have an abortion?  Please show me were I said that.  Just for the record; my view is that everyone of us, apart from the grace of Jesus Christ, is hell bound for the high crime of cosmic treason, aka idolatry. Romans 1:18-25  Romans 1:25 who exchanged the truth of God for the lie, and worshiped and served the creature rather than the Creator, who is blessed forever. Amen.  If I remember correctly you responded to a post I made quoting Greg Koukl who i thought made a very good point regarding the question of this debate and you responded with, you can't use that, it's Christian. How very judgmental of you.  Anyway, since your not to familiar with what scripture teaches. I'll help you out. And note the part were Jesus says you shall not murder. About right and wrong; notice that Jesus quoted the Ten Commandments here. That's an objective standard, not a subjective one as you suggest. And he says in the last passage that all men will be judged by this law. That means it applies to all men, at all times and in all places. that is the polar opposite of what you say.  So one of you has got to be wrong.  Matthew 19:17-19   17 So He said to him, “Why do you call Me good? No one is good but One, that is, God. But if you want to enter into life, keep the commandments.”  18 He said to Him, “Which ones?”  Jesus said, “ ‘You shall not murder,’ ‘You shall not commit adultery,’ ‘You shall not steal,’ ‘You shall not bear false witness,’ 19 ‘Honor your father and your mother,’ and, ‘You shall love your neighbor as yourself.’”  Matthew 5:20   For I say to you, that unless your righteousness exceeds the righteousness of the scribes and Pharisees, you will by no means enter the kingdom of heaven.
"	17 17 18 18 19 19 19 20 25 25 abortion abortion abortion abortion abortions adultery aka amen and anyway applies banned bear blessed bound bound bound bound call christ christian commandments commandments commit correctly cosmic creator creature crime debate enter enter exceeds exchanged false familiar father find forever funny god god good good good grace greg heaven hell hell hell hell here high him him hitler honor idolatry is jesus jesus jesus jesus judge judge judged judging judgmental kingdom koukl law lie life like lot love made made matthew matthew means means men men mother murder murder murderer murderer murderer murderer neighbor note notice objective one one ones opposite out part passage pharisees places point polar post question question quoted quoting record remember responded responded righteousness righteousness romans romans said say scribes scripture served should show sin specifically standard steal subjective suggest talking teaches ten that that that that thing things things things thought thought times treason truth us view was we which why with witness worse worshiped write wrong wrong you you you you you you you you yours yourself	2	[]	[]
9	asdf789	"infer (v)- to derive by reasoning; conclude or judge from premises or evidence  -----  I have stated in my previous arguments that you should not judge someone as a murderer and hell-bound if they have an abortion, and you disputed my argument. Therefore, I can infer that you are against what I have said.  ----  I can see now that we have been arguing two different questions. The question is not about whether abortions should be banned or not. I already answered that they should, with there being exceptions for special circumstances. One of those special circumstances I mentioned was rape, and you disputed me on that circumstance. That does not mean that I am against abortions being banned; I would like for that to happen. I think you got mixed up when I said that and inferred wrongly.   -----  Practically all Christians are against abortions, because it goes against what the Bible says. I am against them too, however I do not believe it is right to judge someone in a negative manner if they do have an abortion. The same goes for gays as well concerning harassment. You shouldn't judge someone, period. When you judge someone, it eventually leads to hate, and God will not forgive you if you do not forgive you neighbor for what they have done. People make bad decisions every day. Their (people having abortions) sin should not be ridiculed upon or emphasized as one of the worst sins, because we also commit sin, and God looks at every sin the same way, except for the one I mentioned in my previous statement. You should tell them that what they are doing is sinful and pray for them, but I don't believe you should harass them and look down upon them for what they have done.  -----  I am inferring that you are a Christian, although I may be wrong. Could you specify what religion you follow? I am a nondenominational evangelical.  -----  I get what you are saying with Romans 1:18-25, but what you fail to realize is that although a person has an abortion, that does not mean that they cannot be forgiven of it and become Christians later on. The only sin in which you cannot be forgiven is blasphemy against the HS (Mark 3:29). You should not degrade them for what they have done, but encourage them to turn to God so that He can forgive them of their past wrongdoings.   -----   How very judgmental of you.   You took it out of context. Read the entire paragraph and you will see my response. I also put in in bold in response to your other statement.  -----   Anyway, since your not to familiar with what scripture teaches.   Wow, and you are calling me judgmental...  -----   note the part were Jesus says you shall not murder. About right and wrong; notice that Jesus quoted the Ten Commandments here.   Jesus condensed them into two commandments for Christians to follow. See Matthew 22:36-40. They revolve around love, not murder.  -----  Hmmm...so let me see here. According to the verses you mentioned, you believe that you must follow the Ten Commandments in order to have eternal life? I want to make sure I understand your point of view, because I disagree with it if it is so.     Romans 10:9,10  ""If you confess with your mouth, 'Jesus is Lord,' and believe in your heart that God raised him from the dead, you will be saved. For it is with your heart that you believe and are justified, and it is with your mouth that you confess and are saved.""  Ephesians 2:8,9:  ""For it is by grace you have been saved, through faith--and this not from youselves, it is the gift of God-- not by works , so that no one can boast. For we are God's workmanship, created in Christ Jesus to do good works, which God prepared in advance for us to do""  I can't go on until I know which religion you follow, but it is clear from these two verses that if you are a Christian, you are saved by faith in God, not by obeying the Ten Commandments. Paul touches on this in his letters. I don't have the time right now to look them all up, but I will list them later on if you would like me to.
"	10 10 18 22 25 29 36 40 abortion abortion abortion abortions abortions abortions abortions advance and answered anyway arguing argument arguments bad banned banned bible blasphemy boast bold bound calling christ christian christian christians christians christians circumstance circumstances circumstances clear commandments commandments commandments commandments commit conclude condensed confess confess context created day dead decisions degrade derive disagree disputed disputed do done done done emphasized encourage entire ephesians eternal evangelical eventually evidence exceptions fail faith faith familiar follow follow follow follow for forgive forgive forgive forgiven forgiven gays gift god god god god god god god god good grace happen harass harassment hate heart heart hell here here hmmm hs if infer infer inferred inferring jesus jesus jesus jesus jesus judge judge judge judge judge judgmental judgmental justified leads letters life list lord love make make manner mark matthew mentioned mentioned mentioned mixed mouth mouth murder murder murderer negative neighbor nondenominational not note notice obeying on order paragraph part past paul people people period person point practically pray premises prepared previous previous put question questions quoted raised rape read realize reasoning religion religion response response revolve ridiculed romans romans said saved saved saved saved says scripture should sin sin sin sin sinful sins so so someone someone special special stated statement statement teaches ten ten ten them therefore time to too touches turn understand up verses verses view way workmanship works works worst wow wrong wrong wrongdoings wrongly you youselves	1	[]	[]
